Sequencial;Sequencial_Reposta;Resposta;Aluno;Pergunta;Resposta2;NívelRubrica
5221;5221;5221;285;31;É a primeira vez dele aparecendo na televisão e isso faz é esse emocionado;1
5222;5222;5222;285;33;Foi de um autor discreto;1
5223;5223;5223;285;35;O nome dos gatinhos foi escolhido por um concurso de atividades para atrair as crianças e cuidá-las;1
5231;5231;5231;286;1;e um;1
5240;5240;5240;286;2;com um sorteio;3
5235;5235;5235;286;3;para todas as criançãs vacinarei;2
5241;5241;5241;286;4;para se protege de doeças;3
5243;5243;5243;286;8;todos;1
5242;5242;5242;286;9;doeça paralistica;2
5244;5244;5244;286;10;que ela te orgulho dele;1
5245;5245;5245;286;12;darlan virou ate nome de predio;2
5246;5246;5246;286;14;formal;2
5232;5232;5232;286;19;e um personagem da vacina em sim;1
5233;5233;5233;286;23;se assusta para toma vacina;1
5234;5234;5234;286;24;as criançãs morria de medo;2
5236;5236;5236;286;29;1986;3
5237;5237;5237;286;31;porque queria um nome;3
5238;5238;5238;286;33;por umas cartas;2
5239;5239;5239;286;35;por que a vacina e feita de gotas;1
5247;5247;5247;287;1;A mascote da vacina.;2
5256;5256;5256;287;2;Foi feito um sorteio.;3
5251;5251;5251;287;3;Era que alguém passasse coragem para quem tinha que se vacinar.;3
5257;5257;5257;287;4;Para prevenir doenças.;3
5259;5259;5259;287;8;Indica quando o Darlan Rosa fala.;3
5258;5258;5258;287;9;Era uma doença que causava paralisia nas crianças.;3
5260;5260;5260;287;10;Os medos acabaram. Avançou.;2
5261;5261;5261;287;12;Darlan virou até nome de prédio residencial na cidade.;3
5262;5262;5262;287;14;Formal. Por que ele não usa gírias.;2
5248;5248;5248;287;19;Darlan Rosa foi quem que criou o Zé Gotinha.;3
5249;5249;5249;287;23;Ter muito medo.;3
5250;5250;5250;287;24;As propagandas eram assustadoras.;3
5252;5252;5252;287;29;Em 1986.;3
5253;5253;5253;287;31;Por que ela não tinha um nome.;3
5254;5254;5254;287;33;Por cartas.;2
5255;5255;5255;287;35;Por que tinha mais de 10.000 cartas com o nome Zé Gotinha.;3
5263;5263;5263;288;1;personagem criado para a vacinação;2
5272;5272;5272;288;2;mandando as cartas;1
5267;5267;5267;288;3;vacinar;2
5273;5273;5273;288;4;pra nãoficar doente;3
5275;5275;5275;288;8;falar uma coisa deferente do usuau;1
5274;5274;5274;288;9;uma doença que causa germes nas crianças;1
5276;5276;5276;288;10;deslanchou avançou a barreira dos medosca acabou, o medo acabou;2
5277;5277;5277;288;12;ele ficou famoso;1
5278;5278;5278;288;14;formal porque tem palavras como para;2
5264;5264;5264;288;19;ele o criou;2
5265;5265;5265;288;23;ficar com muito medo;3
5266;5266;5266;288;24;assustadora;3
5268;5268;5268;288;29;todo mundo queria tomar vacina;1
5269;5269;5269;288;31;Não tinha nome;3
5270;5270;5270;288;33;mandando cartas;2
5271;5271;5271;288;35;Porque mandaram mais de 10.000 cartas;2
5279;5279;5279;289;1;Um mascote que queria influenciar as crianças a tomar vacina.;3
5288;5288;5288;289;2;Foi feito um sorteio.;3
5283;5283;5283;289;3;Encorajar as pessoas a tomarem a vacina.;3
5289;5289;5289;289;4;Para ficar imunizado contra a doença.;3
5291;5291;5291;289;8;Para explicar algo inportante.;1
5290;5290;5290;289;9;Uma doença que deixa as crianças paralisadas.;2
5292;5292;5292;289;10;As pessoas começaram a tomar coragem para se imunisar. A campanha fez sucesso.;3
5293;5293;5293;289;12;Aqui, sou uma pessoa ilustre, brinca.;1
5294;5294;5294;289;14;E um texto informal porque e uma fala normal.;1
5280;5280;5280;289;19;O Darlan Rosa é o criador do Zé Gotinha.;3
5281;5281;5281;289;23;Para as pessoas terem medo de ficarem doentes e tomarem a vacina.;3
5282;5282;5282;289;24;As propagandas eram assustadoras passavam na televisão.;3
5284;5284;5284;289;29;Darlan Rosa foi quem inventou o Zé Gotinha 1986.;3
5285;5285;5285;289;31;Por que a mascote não tinha nome.;3
5286;5286;5286;289;33;A opinião dos beasileiros.;1
5287;5287;5287;289;35;10 mil pessoas escolheram o nome Zé Gotinha.;2
5295;5295;5295;290;1;Um mascote dos postos de vacinação.;2
5304;5304;5304;290;2;Com um sorteio.;3
5299;5299;5299;290;3;Que as crianças não tiverem medo de toma vacina.;3
5305;5305;5305;290;4;Para se proteger de doensas.;3
5307;5307;5307;290;8;Uma pessoa falando.;2
5306;5306;5306;290;9;Uma doensa de paralisia.;3
5308;5308;5308;290;10;Arrancou.;2
5309;5309;5309;290;12;Ocorrencia.;1
5310;5310;5310;290;14;Informal.Informal é o contrario de formal.;1
5296;5296;5296;290;19;Ele é criador e pai do Zé Gotinha.;3
5297;5297;5297;290;23;Como ficar doente era ruim, e para conscientizar as familia ele que as crianças tem que tomar a vacina mais os adultos e idosos tomarem.;1
5298;5298;5298;290;24;Assustadoras.;3
5300;5300;5300;290;29;No ano de 1986.;3
5301;5301;5301;290;31;Porque ela não tinha nome.;3
5302;5302;5302;290;33;Pelo um com curso.;3
5303;5303;5303;290;35;Mais de 10 mil contas com o nome Zé Gotinha.;3
5311;5311;5311;291;1;Um personagem de campanha de vasinas;2
5320;5320;5320;291;2;O mais famoso. Que as pessoas mais gostavam;1
5315;5315;5315;291;3;Mostar as crianças que tinha um jeiro mais facil de tomar vasinas;2
5321;5321;5321;291;4;Para nao pegar duensas;3
5323;5323;5323;291;8;Quando é uma ironia ou um destaque;1
5322;5322;5322;291;9;Um virus;1
5324;5324;5324;291;10;As crianças tinham muito medo da dor causada pela vasina mas grasas a vasina em gotas isso mudou depois ficou em atividadei.;1
5325;5325;5325;291;12;É uma brincadeira;1
5326;5326;5326;291;14;É formal;2
5312;5312;5312;291;19;Ele crio o zé gotinha;3
5313;5313;5313;291;23;Ficar com medo e terror;3
5314;5314;5314;291;24;Eu nao existia na quela epoca;1
5316;5316;5316;291;29;1986;3
5317;5317;5317;291;31;Prq as crianças nao estavam sendo vasinadas;1
5318;5318;5318;291;33;Um concurso;3
5319;5319;5319;291;35;"Por causa da vasina em gotas .
E a vasina em gota nao duia";1
5327;5327;5327;292;1;Ele e um personagem do posto de saúde;1
5336;5336;5336;292;2;Um sorteio;3
5331;5331;5331;292;3;Para as crianças pararem de ter medo de vacinas;3
5337;5337;5337;292;4;Para não pegar doença;2
5339;5339;5339;292;8;Para explicar o motivo;1
5338;5338;5338;292;9;E um apelido;1
5340;5340;5340;292;10;Barreira dos medos e uma coisa que te enpede de conseguir Deslanchou e uma coisa que prossiguiu;3
5341;5341;5341;292;12;Aqui sou uma pessoa ilustre Brinca;1
5342;5342;5342;292;14;formal e uma lingua portuguesa certa;2
5328;5328;5328;292;19;Mãe e pai;1
5329;5329;5329;292;23;Por causa das propagandas;1
5330;5330;5330;292;24;De terror;3
5332;5332;5332;292;29;Ele foi criado em 1986;3
5333;5333;5333;292;31;porque ele não tinha nome;3
5334;5334;5334;292;33;Um concurso;3
5335;5335;5335;292;35;Porque a maioria votou;2
5343;5343;5343;293;1;Foi um personagem criado para espalhar coragem para as crianças que tem medo de tomar vacina.;3
5352;5352;5352;293;2;Por meio de um sorteio.;3
5347;5347;5347;293;3;Convidar as pessoas a irem a um posto de vacinação se imunizar.;3
5353;5353;5353;293;4;Para se previnir de várias doenças.;3
5355;5355;5355;293;8;Para mostrar falas de pessoas.;2
5354;5354;5354;293;9;Vírus que pode causar paralisia, facilmente evitável por vacinação contra a poliomielite.;2
5356;5356;5356;293;10;Mostrar que com o Zé gotinha as pessoas começaram a ir no posto sem aquelas propagandas assustadoras.;2
5357;5357;5357;293;12;Darlan virou até nome de prédio residencial na cidade.;3
5358;5358;5358;293;14;"Formal de uma forma simples.para que as pessoas ou crianças que lerem essa reportagem 
possam entender com mais clareza.";2
5344;5344;5344;293;19;Dar vida a ele.;2
5345;5345;5345;293;23;Ter medo de tomar vacina.;2
5346;5346;5346;293;24;Assustadoras.;3
5348;5348;5348;293;29;Em 1986.;3
5349;5349;5349;293;31;Porque ele ainda não tinha nome;3
5350;5350;5350;293;33;Um concurso convidou todos os brasileiros a mandar sugestões de nomes.;3
5351;5351;5351;293;35;Porque avia muitas sugestões com esse nome.;2
5359;5359;5359;294;1;Um personagem;2
5368;5368;5368;294;2;Pelo desenho;1
5363;5363;5363;294;3;2 anos;1
5369;5369;5369;294;4;Para evitar doenças;3
5371;5371;5371;294;8;Para informar;1
5370;5370;5370;294;9;Uma doença;2
5372;5372;5372;294;10;Felicidade;1
5373;5373;5373;294;12;Fato;1
5374;5374;5374;294;14;Formal;2
5360;5360;5360;294;19;Boa por que ele ajudou ela;1
5361;5361;5361;294;23;E um sentimento que te deixa com muito medo se vai doer;2
5362;5362;5362;294;24;Macabras;3
5364;5364;5364;294;29;1986;3
5365;5365;5365;294;31;Por que não tinha nome;3
5366;5366;5366;294;33;Por gotas de doenças;1
5367;5367;5367;294;35;Pela vacina;1
5375;5375;5375;295;1;É um mascote criado para representar a vacinação da pólio e cativar as crianças.;2
5384;5384;5384;295;2;Foi feito um sorteio entre os que indicaram o nome.;3
5379;5379;5379;295;3;Criar coragem nas crianças para se vacinarem.;3
5385;5385;5385;295;4;Para prevenirmos da doença, evitando formas graves da doença.;3
5387;5387;5387;295;8;Para destacar o que está escrito entre elas.;1
5386;5386;5386;295;9;É a doença que provoca paralisia nas crianças.;3
5388;5388;5388;295;10;Os obstáculos que geravam o medo, e deslanchou, significa acelerou.;3
5389;5389;5389;295;12;Virou até nome de prédio residencial na cidade.;2
5390;5390;5390;295;14;Formal.;2
5376;5376;5376;295;19;Foi o criador do mascote Zé Gotinha.;3
5377;5377;5377;295;23;Sentir pavor de ficar doente.;3
5378;5378;5378;295;24;Eram assustadoras, induzindo as pessoas ao medo de ficar doentes e assim, procurando a vacinação.;3
5380;5380;5380;295;29;Em 1986.;3
5381;5381;5381;295;31;Porque ainda não tinha nome.;3
5382;5382;5382;295;33;Foi feito um concurso convidando todos os brasileiros mandar uma sugestão por carta, tendo uma enorme adesão, chegando cartas transportadas por caminhão.;3
5383;5383;5383;295;35;Porque mais de 10 mil pessoas escolheram esse nome.;3
5391;5391;5391;296;1;O boneco que foi feito com duas gotinhas da pólio;1
5400;5400;5400;296;2;"Foi que ele ajudava as crianças a superar o medo de tomar 
vacina.";1
5395;5395;5395;296;3;Era chamar as pessoas para se vacinar contra a poliomelite;2
5401;5401;5401;296;4;"Porque a vacina protege as pessoas dos
vírus e bactérias";3
5403;5403;5403;296;8;Para separar uma parte da frase.;1
5402;5402;5402;296;9;"A poliomelite é uma doença que fas as crianças
ter paralisia infantil.";2
5404;5404;5404;296;10;O sentido delas é que as palavras foram escritas mais fortes.;1
5405;5405;5405;296;12;Aqui, sou uma pessoa ilustre, brinca.;1
5406;5406;5406;296;14;é formal.;2
5392;5392;5392;296;19;"A relação foi quando já tinha dois anos, Zé gotinha já era um sucesso,
mas ainda não se chamava Zé Gotinha.";1
5393;5393;5393;296;23;ficar com medo de se vacinar.;2
5394;5394;5394;296;24;Eram com ele chorando.;1
5396;5396;5396;296;29;1986.;3
5397;5397;5397;296;31;"Porque ela estava sentada em um cantinho, e dizia que estava triste justamente por
ainda não ter um nome.";3
5398;5398;5398;296;33;"Os adultos podem até não confessar mas com certeza já
choraram para tomar injeção na hora da vacina.";1
5399;5399;5399;296;35;Porque muita gente ficava com medo de injeção.;1
5407;5407;5407;297;1;é um personagem para tirar o medo das crianças;2
5416;5416;5416;297;2;foi um sorteio e quem ganhou foi um menino do Distrito.;3
5411;5411;5411;297;3;tirar o medo das crianças;2
5417;5417;5417;297;4;para não pegar doenças;3
5419;5419;5419;297;8;para mostrar uma frase de alguma pessoa;2
5418;5418;5418;297;9;paralizia infantil;2
5420;5420;5420;297;10;o medo acabou, todo mundo adorou;1
5421;5421;5421;297;12;"""darlan virou até nome de prédio residencial na cidade"" é um fato, e o outro é opinião";3
5422;5422;5422;297;14;informal, porque esta falando como se estivese falando com um amigo;1
5408;5408;5408;297;19;carrinho;1
5409;5409;5409;297;23;ficar com muito medo;3
5410;5410;5410;297;24;elas era assustadoras;3
5412;5412;5412;297;29;1986;3
5413;5413;5413;297;31;porque não tinha nome;3
5414;5414;5414;297;33;mandando cartas;2
5415;5415;5415;297;35;porque mais de 10 mil cartas pedirão o nome zé gotinha;3
5423;5423;5423;298;1;Zé Gotinha é um mascote da vacinação para ajudar as crianças da época a ter coragem de tomar vacina. É hoje em dia ele e usado nas campanhas de vacinação.;3
5432;5432;5432;298;2;Em um sorteio com todas as 10 mil cartas com o nome sugerido Ze Gotinha;3
5427;5427;5427;298;3;A ideia era que alguém forte passasse coragem para quem tinha que se vacinar.;3
5433;5433;5433;298;4;Para não se contaminar com alguma doença.;3
5435;5435;5435;298;8;Para apreviar algumas palavras, esplicação: pai poderia ser criador no começo do texto.;1
5434;5434;5434;298;9;É uma doença que causa parasicia em crianças.;3
5436;5436;5436;298;10;Deslanchou: disparou. Barreira dos medos: muitas pessoas com medo.;2
5437;5437;5437;298;12;"""Darlan virou até nome residencial na cidade.";3
5438;5438;5438;298;14;Formal. Porque ele explica a historia do Ze Gotinha e do seu criador.;2
5424;5424;5424;298;19;A relação e que Darlan Rosa com Ze Gotinha e que ele e o criador de Ze Gotinha.;3
5425;5425;5425;298;23;Significa ter muito medo de ficar doente, ai as pessoas tomavam vacina para não ficar doente.;3
5426;5426;5426;298;24;Era uma propaganda muito assustadora e aterorizante e passava na televisão.;3
5428;5428;5428;298;29;Foi criada em 1986 por Darlan Rosa.;3
5429;5429;5429;298;31;Porque ele não tinha nome.;3
5430;5430;5430;298;33;Por cartas e as cartas chegavão de caminhão.;2
5431;5431;5431;298;35;Porque 10 mil cartas segeriram o nome Zé Gotinha.;3
5439;5439;5439;299;1;Zé Gotinha e uma anga lega;1
5448;5448;5448;299;2;Foi escolhido poreles;1
5443;5443;5443;299;3;Faze a gete toma vacina;2
5449;5449;5449;299;4;Por que é tei que aprotege;1
5451;5451;5451;299;8;Para a visa;1
5450;5450;5450;299;9;E uma coiva ceta;1
5452;5452;5452;299;10;É muto ipotate;1
5453;5453;5453;299;12;Aqui, sou uma pessoa ilustre;1
5454;5454;5454;299;14;Formal;2
5440;5440;5440;299;19;Ela quiou ele Zé Gotinha;2
5441;5441;5441;299;23;E medo de pega o coronaviros;1
5442;5442;5442;299;24;Era legao;1
5444;5444;5444;299;29;Darlan Rosa;1
5445;5445;5445;299;31;Por que ela tova muito felis;1
5446;5446;5446;299;33;Po ela escolha o nome Ze Gotinha;1
5447;5447;5447;299;35;Por que ele e tava ceto;1
5455;5455;5455;300;1;Homem da vacina;1
5464;5464;5464;300;2;Por votação;1
5459;5459;5459;300;3;Ajudar pessoas a toma a  vacina contra o vírus dapoliomieliterealizada;2
5465;5465;5465;300;4;Para se imunizar;3
5467;5467;5467;300;8;Pra corrigir;1
5466;5466;5466;300;9;Paralisia infantil;2
5468;5468;5468;300;10;Que o Zé gotinha ajudou as crianças;1
5469;5469;5469;300;12;Darlan virou até nome de prédio residencial na cidade .;3
5470;5470;5470;300;14;Formal, porque está falando com uma pessoa que não conhece.;3
5456;5456;5456;300;19;Darlan rosa criou o Zé gotinha;3
5457;5457;5457;300;23;Ficar com muito medo;3
5458;5458;5458;300;24;Era outra pessoa;1
5460;5460;5460;300;29;1983;1
5461;5461;5461;300;31;Por ainda não ter um nome;3
5462;5462;5462;300;33;O governo escolheu;1
5463;5463;5463;300;35;Para atrair a crianças pra toma vacina;1
5471;5471;5471;301;1;personagem;2
5480;5480;5480;301;2;Com Sorteio;3
5475;5475;5475;301;3;A ideia Era Que Alguem Forte Passasse Coragem Para quem q tinha q se vacinar;3
5481;5481;5481;301;4;Para Não Ficar Duente;3
5483;5483;5483;301;8;Destacar As Palavras;1
5482;5482;5482;301;9;Duença que Paralisa Nas Crianças;3
5484;5484;5484;301;10;Venceu o Medo,E Foi Pra Frente e Deu Certo;2
5485;5485;5485;301;12;Darlan Virou o Nome de Prédio;2
5486;5486;5486;301;14;Formal;2
5472;5472;5472;301;19;Q inventou este Personagem,1986;3
5473;5473;5473;301;23;Medo De Ficar Duente;1
5474;5474;5474;301;24;Assustadora;3
5476;5476;5476;301;29;1986;3
5477;5477;5477;301;31;Por AInda Não Ter 1 Nome;3
5478;5478;5478;301;33;Um Concurso Para Sugestões De 1 Nome;3
5479;5479;5479;301;35;Por Q Saia 1 Gotinha da Vacina;1
5487;5487;5487;302;1;Zé Gotinha é um personagem criado para insentivar as crianças a tomar vacina.;3
5496;5496;5496;302;2;Por meio de um sorteio;3
5491;5491;5491;302;3;tirarar o medo das crianças;2
5497;5497;5497;302;4;Para se prevenir de doenças.;3
5499;5499;5499;302;8;as aspas indicam que foi o Darlan Rosa que falou;3
5498;5498;5498;302;9;doença que causa paralisia nas crianças;3
5500;5500;5500;302;10;Que as crianças não tem mais medo;2
5501;5501;5501;302;12;´´Darlan virou até nome de prédio residencial aqui na cidade´´;3
5502;5502;5502;302;14;Formal,como parece ser uma entrevista o Darlan Rosa fez essa´´entrevista´´de um jeito formal.;2
5488;5488;5488;302;19;Darlan Rosa foi quem criou o Zé Gotinha então é considerado ´´pai´ do Zé Gotinha.;3
5489;5489;5489;302;23;´´Morrer de medo´´na verdade é uma giria muito usada por todos e essa giria significa ficar com muito medo;3
5490;5490;5490;302;24;eram assustadoras para fazer as crianças ficarem com medo de adoeser;3
5492;5492;5492;302;29;foi criada em 1896.;1
5493;5493;5493;302;31;Porque não tinha nome.;3
5494;5494;5494;302;33;Um concurso convidou todos os brasileiros a mandar sugestões de nomes(por cartas);3
5495;5495;5495;302;35;Pois mais de 10 mil cartas estava escrito Zé Gotinha;3
5503;5503;5503;303;1;O zé gotinha e um mascote que foi criado para as crianças nao terem medo das vacinas;3
5512;5512;5512;303;2;Com um sorteio;3
5507;5507;5507;303;3;Tirar o medo das crianças para tomar a vacina;2
5513;5513;5513;303;4;Para nos previnimos das doenças;3
5515;5515;5515;303;8;Para abrir e fechar um discurso;1
5514;5514;5514;303;9;Uma doença que da paralizia infantil;3
5516;5516;5516;303;10;Para dar mais destaque;1
